sample_id,path,total_reads,filename,title,study,bioproject_accession,accession,biosample_accession,library_id,data_type,filetype,cell_type,generator_facility,production,iso_filename,platform_unit_1,platform_unit_2,barcode,basecaller,basecaller_version,platform,instrument_model,iso_library_id,ccs_algorithm,pbtrim_version,jasmine_version,lima_version,refine_version,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,design_description,polymerase_version,seq_plate_chemistry_version,pool,ntsm_score,similarity,check-flnc reads,generator_contact
HG03583,s3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_Kinnex/HG03583.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam,22782912,HG03583.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03583.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-6.bam,m84081_240728_110915_s4,m84081_240728_090940_s3,bc10,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_20,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool20,0.14319,1,TRUE,iviolich@ucsc.edu
HG03595,s3://human-pangenomics/working/HPRC/HG03595/raw_data/PacBio_Kinnex/HG03595.lymph.m84203_240816_234426_s1-m84203_240817_014338_s2.flnc.bam,13964110,HG03595.lymph.m84203_240816_234426_s1-m84203_240817_014338_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03595.lymph.m84203_240816_234426_s1-m84203_240817_014338_s2,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-5.bam,m84203_240816_234426_s1,m84203_240817_014338_s2,bc05,,5,PACBIO,REVIO,HPRC_Kinnex_Pool2,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool002,0.18664,1,TRUE,iviolich@ucsc.edu
HG03611,s3://human-pangenomics/working/HPRC/HG03611/raw_data/PacBio_Kinnex/HG03611.lymph.m84081_240727_011703_s4-m84081_240726_231733_s3.flnc.bam,17454056,HG03611.lymph.m84081_240727_011703_s4-m84081_240726_231733_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03611.lymph.m84081_240727_011703_s4-m84081_240726_231733_s3,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-6.bam,m84081_240727_011703_s4,m84081_240726_231733_s3,bc06,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_18,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool18,0.179573,1,TRUE,iviolich@ucsc.edu
HG03654,s3://human-pangenomics/working/HPRC/HG03654/raw_data/PacBio_Kinnex/HG03654.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam,18853990,HG03654.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03654.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-8.bam,m84081_240713_013912_s4,m84081_240714_073231_s1,bc12,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_4,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool4,0.155408,1,TRUE,iviolich@ucsc.edu
HG03669,s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_Kinnex/HG03669.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam,11868526,HG03669.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03669.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-1.bam,m84081_240713_013912_s4,m84081_240714_073231_s1,bc01,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_4,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool4,0.167838,1,TRUE,iviolich@ucsc.edu
HG03672,s3://human-pangenomics/working/HPRC/HG03672/raw_data/PacBio_Kinnex/HG03672.lymph.m84203_241028_160334_s2-m84203_241028_180304_s3.flnc.bam,10822281,HG03672.lymph.m84203_241028_160334_s2-m84203_241028_180304_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03672.lymph.m84203_241028_160334_s2-m84203_241028_180304_s3,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-7.bam,m84203_241028_160334_s2,m84203_241028_180304_s3,bc07,,5,PACBIO,REVIO,HPRC_Kinnex_Pool15,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool015,0.209951,1,TRUE,iviolich@ucsc.edu
HG03688,s3://human-pangenomics/working/HPRC/HG03688/raw_data/PacBio_Kinnex/HG03688.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam,18063684,HG03688.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03688.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-2.bam,m84081_240713_013912_s4,m84081_240714_073231_s1,bc02,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_4,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool4,0.169003,1,TRUE,iviolich@ucsc.edu
HG03691,s3://human-pangenomics/working/HPRC/HG03691/raw_data/PacBio_Kinnex/HG03691.lymph.m84046_240727_145828_s3.flnc.bam,6973096,HG03691.lymph.m84046_240727_145828_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03691.lymph.m84046_240727_145828_s3,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-1.bam,m84046_240727_145828_s3,NA,bc01,,5,PACBIO,REVIO,HPRC_Pool005.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool005.KN,0.197628,1,TRUE,iviolich@ucsc.edu
HG03691,s3://human-pangenomics/working/HPRC/HG03691/raw_data/PacBio_Kinnex/HG03691.lymph.m84046_240727_165745_s4.flnc.bam,6672359,HG03691.lymph.m84046_240727_165745_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03691.lymph.m84046_240727_165745_s4,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-1.bam,m84046_240727_165745_s4,NA,bc01,,5,PACBIO,REVIO,HPRC_Pool005.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool005.KN,0.198146,1,TRUE,iviolich@ucsc.edu
HG03704,s3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_Kinnex/HG03704.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam,20402453,HG03704.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03704.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-6.bam,m84081_240717_055117_s2,m84081_240717_075054_s1,bc10,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_8,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool8,0.165027,1,TRUE,iviolich@ucsc.edu
HG03710,s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_Kinnex/HG03710.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam,19783115,HG03710.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03710.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-3.bam,m84081_240713_013912_s4,m84081_240714_073231_s1,bc03,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_4,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool4,0.160718,1,TRUE,iviolich@ucsc.edu
HG03733,s3://human-pangenomics/working/HPRC/HG03733/raw_data/PacBio_Kinnex/HG03733.lymph.m84046_240728_205116_s1.flnc.bam,6743106,HG03733.lymph.m84046_240728_205116_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03733.lymph.m84046_240728_205116_s1,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-5.bam,m84046_240728_205116_s1,NA,bc09,,5,PACBIO,REVIO,HPRC_Pool006.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool006.KN,0.182956,1,TRUE,iviolich@ucsc.edu
HG03733,s3://human-pangenomics/working/HPRC/HG03733/raw_data/PacBio_Kinnex/HG03733.lymph.m84046_240728_225112_s2.flnc.bam,6700796,HG03733.lymph.m84046_240728_225112_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03733.lymph.m84046_240728_225112_s2,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-5.bam,m84046_240728_225112_s2,NA,bc09,,5,PACBIO,REVIO,HPRC_Pool006.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool006.KN,0.192305,1,TRUE,iviolich@ucsc.edu
HG03742,s3://human-pangenomics/working/HPRC/HG03742/raw_data/PacBio_Kinnex/HG03742.lymph.m84081_240724_065335_s1-m84081_240724_045406_s2.flnc.bam,16459352,HG03742.lymph.m84081_240724_065335_s1-m84081_240724_045406_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03742.lymph.m84081_240724_065335_s1-m84081_240724_045406_s2,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-2.bam,m84081_240724_065335_s1,m84081_240724_045406_s2,bc02,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_16,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool16,0.171919,1,TRUE,iviolich@ucsc.edu
HG03775,s3://human-pangenomics/working/HPRC/HG03775/raw_data/PacBio_Kinnex/HG03775.lymph.m84203_240816_234426_s1-m84203_240817_014338_s2.flnc.bam,14285466,HG03775.lymph.m84203_240816_234426_s1-m84203_240817_014338_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03775.lymph.m84203_240816_234426_s1-m84203_240817_014338_s2,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-8.bam,m84203_240816_234426_s1,m84203_240817_014338_s2,bc08,,5,PACBIO,REVIO,HPRC_Kinnex_Pool2,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool002,0.160207,1,TRUE,iviolich@ucsc.edu
HG03778,s3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_Kinnex/HG03778.lymph.m84203_241029_195536_s2-m84203_241029_215509_s3.flnc.bam,15416170,HG03778.lymph.m84203_241029_195536_s2-m84203_241029_215509_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03778.lymph.m84203_241029_195536_s2-m84203_241029_215509_s3,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-2.bam,m84203_241029_195536_s2,m84203_241029_215509_s3,bc02,,5,PACBIO,REVIO,HPRC_Kinnex_Pool17,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool017,0.212962,1,TRUE,iviolich@ucsc.edu
HG03784,s3://human-pangenomics/working/HPRC/HG03784/raw_data/PacBio_Kinnex/HG03784.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,16372445,HG03784.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03784.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-8.bam,m84203_240912_223637_s3,m84203_240913_003604_s4,bc08,,5,PACBIO,REVIO,HPRC_Kinnex_Pool12,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool012,0.201572,1,TRUE,iviolich@ucsc.edu
HG03788,s3://human-pangenomics/working/HPRC/HG03788/raw_data/PacBio_Kinnex/HG03788.lymph.m84046_240727_105921_s1.flnc.bam,8022607,HG03788.lymph.m84046_240727_105921_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03788.lymph.m84046_240727_105921_s1,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-6.bam,m84046_240727_105921_s1,NA,bc06,,5,PACBIO,REVIO,HPRC_Pool004.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool004.KN,0.19743,1,TRUE,iviolich@ucsc.edu
HG03788,s3://human-pangenomics/working/HPRC/HG03788/raw_data/PacBio_Kinnex/HG03788.lymph.m84046_240727_125908_s2.flnc.bam,8264368,HG03788.lymph.m84046_240727_125908_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03788.lymph.m84046_240727_125908_s2,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-6.bam,m84046_240727_125908_s2,NA,bc06,,5,PACBIO,REVIO,HPRC_Pool004.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool004.KN,0.19775,1,TRUE,iviolich@ucsc.edu
HG03792,s3://human-pangenomics/working/HPRC/HG03792/raw_data/PacBio_Kinnex/HG03792.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,13583591,HG03792.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03792.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-8.bam,m84203_241023_010712_s4,m84203_241023_030638_s1,bc08,,5,PACBIO,REVIO,HPRC_Kinnex_Pool21,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool021,0.197991,1,TRUE,iviolich@ucsc.edu
HG03804,s3://human-pangenomics/working/HPRC/HG03804/raw_data/PacBio_Kinnex/HG03804.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam,19533765,HG03804.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03804.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-4.bam,m84081_240713_013912_s4,m84081_240714_073231_s1,bc04,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_4,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool4,0.163872,1,TRUE,iviolich@ucsc.edu
HG03816,s3://human-pangenomics/working/HPRC/HG03816/raw_data/PacBio_Kinnex/HG03816.lymph.m84081_240712_214014_s1-m84081_240717_114954_s4.flnc.bam,17784728,HG03816.lymph.m84081_240712_214014_s1-m84081_240717_114954_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03816.lymph.m84081_240712_214014_s1-m84081_240717_114954_s4,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-1.bam,m84081_240712_214014_s1,m84081_240717_114954_s4,bc05,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_5,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool5,0.158624,1,TRUE,iviolich@ucsc.edu
HG03831,s3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_Kinnex/HG03831.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam,20725252,HG03831.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03831.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-7.bam,m84081_240717_055117_s2,m84081_240717_075054_s1,bc11,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_8,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool8,0.162191,1,TRUE,iviolich@ucsc.edu
HG03834,s3://human-pangenomics/working/HPRC/HG03834/raw_data/PacBio_Kinnex/HG03834.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam,15009793,HG03834.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03834.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-8.bam,m84081_240719_183458_s2,m84081_240719_203427_s1,bc08,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_9,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool9,0.169992,1,TRUE,iviolich@ucsc.edu
HG03854,s3://human-pangenomics/working/HPRC/HG03854/raw_data/PacBio_Kinnex/HG03854.lymph.m84203_241030_015357_s1-m84203_241029_235436_s4.flnc.bam,13754284,HG03854.lymph.m84203_241030_015357_s1-m84203_241029_235436_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03854.lymph.m84203_241030_015357_s1-m84203_241029_235436_s4,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-3.bam,m84203_241030_015357_s1,m84203_241029_235436_s4,bc03,,5,PACBIO,REVIO,HPRC_Kinnex_Pool18,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool018,0.218793,1,TRUE,iviolich@ucsc.edu
HG03868,s3://human-pangenomics/working/HPRC/HG03868/raw_data/PacBio_Kinnex/HG03868.lymph.m84203_240904_202625_s1-m84203_240904_222542_s2.flnc.bam,11525661,HG03868.lymph.m84203_240904_202625_s1-m84203_240904_222542_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03868.lymph.m84203_240904_202625_s1-m84203_240904_222542_s2,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-7.bam,m84203_240904_202625_s1,m84203_240904_222542_s2,bc07,,5,PACBIO,REVIO,HPRC_Kinnex_Pool7,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool007,0.182109,1,TRUE,iviolich@ucsc.edu
HG03874,s3://human-pangenomics/working/HPRC/HG03874/raw_data/PacBio_Kinnex/HG03874.lymph.m84081_240727_011703_s4-m84081_240726_231733_s3.flnc.bam,16123842,HG03874.lymph.m84081_240727_011703_s4-m84081_240726_231733_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03874.lymph.m84081_240727_011703_s4-m84081_240726_231733_s3,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-3.bam,m84081_240727_011703_s4,m84081_240726_231733_s3,bc03,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_18,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool18,0.162247,1,TRUE,iviolich@ucsc.edu
HG03882,s3://human-pangenomics/working/HPRC/HG03882/raw_data/PacBio_Kinnex/HG03882.lymph.m84203_240905_022425_s4-m84203_240905_002457_s3.flnc.bam,13207442,HG03882.lymph.m84203_240905_022425_s4-m84203_240905_002457_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03882.lymph.m84203_240905_022425_s4-m84203_240905_002457_s3,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-4.bam,m84203_240905_022425_s4,m84203_240905_002457_s3,bc05,,5,PACBIO,REVIO,HPRC_Kinnex_Pool8,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool008,0.201381,1,TRUE,iviolich@ucsc.edu
HG03890,s3://human-pangenomics/working/HPRC/HG03890/raw_data/PacBio_Kinnex/HG03890.lymph.m84203_240818_013712_s4-m84203_240817_233747_s3.flnc.bam,14130726,HG03890.lymph.m84203_240818_013712_s4-m84203_240817_233747_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03890.lymph.m84203_240818_013712_s4-m84203_240817_233747_s3,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-7.bam,m84203_240818_013712_s4,m84203_240817_233747_s3,bc07,,5,PACBIO,REVIO,HPRC_Kinnex_Pool3,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool003,0.181529,1,TRUE,iviolich@ucsc.edu
HG03902,s3://human-pangenomics/working/HPRC/HG03902/raw_data/PacBio_Kinnex/HG03902.lymph.m84203_240906_041700_s3-m84203_240906_061630_s4.flnc.bam,13257523,HG03902.lymph.m84203_240906_041700_s3-m84203_240906_061630_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03902.lymph.m84203_240906_041700_s3-m84203_240906_061630_s4,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-5.bam,m84203_240906_041700_s3,m84203_240906_061630_s4,bc05,,5,PACBIO,REVIO,HPRC_Kinnex_Pool10,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool010,0.180654,1,TRUE,iviolich@ucsc.edu
