sample_id,release,filetype,filename,path,data_type,production,coverage,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,ccs_algorithm,basecaller,basecaller_version,study,accession,bioproject_accession,biosample_accession,design_description,notes,generator_contact,generator_facility,library_id,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,platform,instrument_model,seq_plate_chemistry_version,polymerase_version,total_reads,total_bp,total_gbp,mean,min,max,n25,n50,n75,quartile_25,quartile_50,quartile_75,ntsm_score,mm_tag,primrose_filename,mm_review,mm_remove,lima_version,lima_float_version
HG03583,2,bam,m84091_230727_132817_s2.hifi_reads.bc1020.bam,s3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230727_132817_s2.hifi_reads.bc1020.bam,unaligned reads,RU_Y4,23.7,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29405788,PRJNA701308,SAMN41021645,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG03583_PB1_m84091_230727_132817_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,3275414,73592673188,73.59,22468,70,63881,18957,23160,28344,17637,21312,26030,0.558907,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03583,2,bam,m84091_230712_170232_s2.hifi_reads.bc1020.bam,s3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230712_170232_s2.hifi_reads.bc1020.bam,unaligned reads,RU_Y4,28.9,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29405786,PRJNA701308,SAMN41021645,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG03583_PB1_m84091_230712_170232_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,3973911,89601336260,89.6,22547,53,66232,19013,23261,28516,17663,21381,26167,0.548279,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03595,3,bam,m84046_240306_091532_s2.hifi_reads.bc2026.bam,s3://human-pangenomics/working/HPRC/HG03595/raw_data/PacBio_HiFi/m84046_240306_091532_s2.hifi_reads.bc2026.bam,unaligned reads,UW_HPRC_HiFi_Y5,17.1,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 28kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,C1,P1,2549228,56443722408,56.44,22141,88,62479,19010,22550,27006,18050,21160,25256,0.547656,TRUE,,,,,
HG03595,3,bam,m84046_240314_005030_s2.hifi_reads.bc2026.bam,s3://human-pangenomics/working/HPRC/HG03595/raw_data/PacBio_HiFi/m84046_240314_005030_s2.hifi_reads.bc2026.bam,unaligned reads,UW_HPRC_HiFi_Y5,12.19,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 28kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,C1,P1,1842403,40227204947,40.23,21834,109,61232,18708,22159,26662,17784,20783,24840,0.544894,TRUE,,,,,
HG03595,3,bam,m84046_240306_071608_s1.hifi_reads.bc2026.bam,s3://human-pangenomics/working/HPRC/HG03595/raw_data/PacBio_HiFi/m84046_240306_071608_s1.hifi_reads.bc2026.bam,unaligned reads,UW_HPRC_HiFi_Y5,16.92,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 28kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,C1,P1,2511631,55827434084,55.83,22227,100,62486,19072,22642,27146,18092,21238,25367,0.532942,TRUE,,,,,
HG03595,3,bam,m84046_240327_225434_s3.hifi_reads.bc2026.bam,s3://human-pangenomics/working/HPRC/HG03595/raw_data/PacBio_HiFi/m84046_240327_225434_s3.hifi_reads.bc2026.bam,unaligned reads,UW_HPRC_HiFi_Y5,14.54,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 28kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,C1,P1,2202006,47984847390,47.98,21791,139,69707,18704,22128,26528,17793,20782,24779,0.524106,TRUE,,,,,
HG03611,3,bam,m84046_230428_224315_s2.hifi_reads.bc2095.bam,s3://human-pangenomics/working/HPRC/HG03611/raw_data/PacBio_HiFi/m84046_230428_224315_s2.hifi_reads.bc2095.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,15.37,,,,v7.0.0,revio_deepconsensus,,SRP305758,SRR29483192,PRJNA701308,SAMN41021628,HiFi sequencing of 27kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG03611.HFSS_m84046_230428_224315_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,P1,C1,2388156,50725357081,50.73,21240,97,70469,18844,21346,24661,18299,20564,23620,0.551119,TRUE,,,,,
HG03611,3,bam,m84046_230502_210601_s4.hifi_reads.bc2095.bam,s3://human-pangenomics/working/HPRC/HG03611/raw_data/PacBio_HiFi/m84046_230502_210601_s4.hifi_reads.bc2095.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,15.21,,,,v7.0.0,revio_deepconsensus,,SRP305758,SRR29483194,PRJNA701308,SAMN41021628,HiFi sequencing of 27kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG03611.HFSS_m84046_230502_210601_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,P1,C1,2331526,50186456480,50.19,21525,163,64183,19055,21657,25096,18482,20831,24004,0.541846,TRUE,,,,,
HG03611,3,bam,m84046_230502_203455_s3.hifi_reads.bc2095.bam,s3://human-pangenomics/working/HPRC/HG03611/raw_data/PacBio_HiFi/m84046_230502_203455_s3.hifi_reads.bc2095.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,16.68,,,,v7.0.0,revio_deepconsensus,,SRP305758,SRR29483193,PRJNA701308,SAMN41021628,HiFi sequencing of 27kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG03611.HFSS_m84046_230502_203455_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,P1,C1,2556363,55038711682,55.04,21530,90,61936,19051,21666,25125,18474,20832,24030,0.541112,TRUE,,,,,
HG03611,3,bam,m84046_230508_193709_s3.hifi_reads.bc2095.bam,s3://human-pangenomics/working/HPRC/HG03611/raw_data/PacBio_HiFi/m84046_230508_193709_s3.hifi_reads.bc2095.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,11.09,,,,v7.0.0,revio_deepconsensus,,SRP305758,SRR29483191,PRJNA701308,SAMN41021628,HiFi sequencing of 27kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG03611.HFSS_m84046_230508_193709_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,P1,C1,1712887,36610166478,36.61,21373,87,65660,18945,21483,24862,18387,20681,23796,0.524081,TRUE,,,,,
HG03654,2,bam,m84081_231112_023836_s2.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG03654/raw_data/PacBio_HiFi/m84081_231112_023836_s2.hifi_reads.default.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2_TopUp,24.8,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30545911,PRJNA701308,SAMN26237511,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03654_lib1_m84081_231112_023836_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,4572174,76840555351,76.84,16806,123,57246,15639,16544,17685,15532,16390,17457,0.563236,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03669,2,bam,m84081_231124_021221_s2.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/m84081_231124_021221_s2.hifi_reads.default.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2_TopUp,9.2,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30545927,PRJNA701308,SAMN26237512,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03669_lib1_m84081_231124_021221_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,1629525,28467031205,28.47,17469,283,59943,15962,17548,19465,15673,17173,19020,0.624358,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03669,2,bam,m84081_231124_024327_s3.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/m84081_231124_024327_s3.hifi_reads.default.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2_TopUp,10.3,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30545926,PRJNA701308,SAMN26237512,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03669_lib1_m84081_231124_024327_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,1827869,31900342554,31.9,17452,185,54709,15956,17537,19443,15666,17164,19002,0.578885,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03669,2,bam,m84081_231124_014115_s1.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/m84081_231124_014115_s1.hifi_reads.default.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2_TopUp,11,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30545928,PRJNA701308,SAMN26237512,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03669_lib1_m84081_231124_014115_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,1957934,34056799813,34.06,17394,201,54743,15909,17478,19374,15622,17109,18938,0.565166,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03672,3,bam,m84091_231106_212107_s3.hifi_reads.bc1021.bam,s3://human-pangenomics/working/HPRC/HG03672/raw_data/PacBio_HiFi/m84091_231106_212107_s3.hifi_reads.bc1021.bam,unaligned reads,RU_Y4,22.63,,,,7.0.0,revio_deepconsensus,,SRP305758,SRR29405790,PRJNA701308,SAMN41021692,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG03672_PB1_m84091_231106_212107_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,Revio P1,Revio C1,3625163,74693823037,74.69,20604,66,65187,17783,20616,24485,17161,19586,23056,0.49922,TRUE,,,,,
HG03672,3,bam,m84091_240221_215958_s3.hifi_reads.bc1021.bam,s3://human-pangenomics/working/HPRC/HG03672/raw_data/PacBio_HiFi/m84091_240221_215958_s3.hifi_reads.bc1021.bam,unaligned reads,RU_Y4,16.71,,,,7.0.0,revio_deepconsensus,,SRP305758,SRR29405792,PRJNA701308,SAMN41021692,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG03672_PB1_m84091_240221_215958_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,Revio P1,Revio C1,3444164,55137884001,55.14,16009,123,54296,13591,16630,20613,12485,15175,18679,0.493914,TRUE,,,,,
HG03672,3,bam,m84091_231113_173111_s2.hifi_reads.bc1021.bam,s3://human-pangenomics/working/HPRC/HG03672/raw_data/PacBio_HiFi/m84091_231113_173111_s2.hifi_reads.bc1021.bam,unaligned reads,RU_Y4,21.07,,,,7.0.0,revio_deepconsensus,,SRP305758,SRR29405791,PRJNA701308,SAMN41021692,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG03672_PB1_m84091_231113_173111_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,Revio P1,Revio C1,3424955,69517456229,69.52,20297,55,54675,17592,20281,23965,17020,19332,22627,0.491489,TRUE,,,,,
HG03688,2,bam,m84046_230707_195504_s2.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG03688/raw_data/PacBio_HiFi/m84046_230707_195504_s2.hifi_reads.default.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,19.6,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483118,PRJNA701308,SAMN26267385,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG03688.HFSS_b2_m84046_230707_195504_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,3456854,60723310391,60.72,17566,101,51499,15558,17449,20094,15240,16894,19318,0.560587,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03691,3,bam,m84203_240607_183113_s3.hifi_reads.bc1002.bam,s3://human-pangenomics/working/HPRC/HG03691/raw_data/PacBio_HiFi/m84203_240607_183113_s3.hifi_reads.bc1002.bam,unaligned reads,RU_Y5,9.29,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1702219,30672812104,30.67,18019,244,58370,14939,19625,24799,12867,16986,21995,0.60442,TRUE,TRUE,TRUE,FALSE,,
HG03691,3,bam,m84091_240614_170533_s4.hifi_reads.bc1002.bam,s3://human-pangenomics/working/HPRC/HG03691/raw_data/PacBio_HiFi/m84091_240614_170533_s4.hifi_reads.bc1002.bam,unaligned reads,RU_Y5,8.82,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1678819,29086219133,29.09,17325,188,61072,14258,18744,23805,12435,16226,21051,0.585732,TRUE,TRUE,TRUE,FALSE,,
HG03691,3,bam,m84091_240506_185939_s1.hifi_reads.bc1002.bam,s3://human-pangenomics/working/HPRC/HG03691/raw_data/PacBio_HiFi/m84091_240506_185939_s1.hifi_reads.bc1002.bam,unaligned reads,RU_Y5,22.04,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,3722273,72728672767,72.73,19538,71,57607,16737,19868,23808,15884,18643,22223,0.523144,TRUE,TRUE,TRUE,FALSE,,
HG03691,3,bam,m84091_240502_194654_s1.hifi_reads.bc1002.bam,s3://human-pangenomics/working/HPRC/HG03691/raw_data/PacBio_HiFi/m84091_240502_194654_s1.hifi_reads.bc1002.bam,unaligned reads,RU_Y5,20.62,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,3454386,68043866393,68.04,19697,123,56983,16864,20048,24050,15985,18794,22430,0.504099,TRUE,TRUE,TRUE,FALSE,,
HG03704,2,bam,m84046_230617_040148_s2.hifi_reads.bc1001.bam,s3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m84046_230617_040148_s2.hifi_reads.bc1001.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,4.3,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483160,PRJNA701308,SAMN33758795,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG03704.HFSS3_m84046_230617_040148_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,691613,13378951859,13.38,19344,238,56891,16602,19545,23299,15892,18445,21886,0.649534,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03704,2,bam,m84046_230720_185410_s2.hifi_reads.bc2002.bam,s3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m84046_230720_185410_s2.hifi_reads.bc2002.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,14.6,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483161,PRJNA701308,SAMN33758795,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG03704.HFSS5_m84046_230720_185410_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2321098,45275343137,45.28,19506,94,55270,16773,19756,23569,16019,18635,22124,0.5558,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03710,2,bam,m84081_231117_193129_s1.hifi_reads.bc2082.bam,s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_193129_s1.hifi_reads.bc2082.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2_TopUp,13.3,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30545906,PRJNA701308,SAMN26237513,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03710_lib1_m84081_231117_193129_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,1918695,41300858534,41.3,21525,144,69535,19767,21621,23833,19419,21200,23322,0.574519,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03710,2,bam,m84081_231117_204232_s3.hifi_reads.bc2082.bam,s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_204232_s3.hifi_reads.bc2082.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2_TopUp,14.2,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30545904,PRJNA701308,SAMN26237513,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03710_lib1_m84081_231117_204232_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,2038064,44028183566,44.03,21602,112,63910,19809,21684,23919,19460,21258,23396,0.557351,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03710,2,bam,m84081_231117_201125_s2.hifi_reads.bc2082.bam,s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_201125_s2.hifi_reads.bc2082.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2_TopUp,13.3,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30545905,PRJNA701308,SAMN26237513,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03710_lib1_m84081_231117_201125_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,1921559,41375220820,41.38,21532,79,70092,19769,21629,23842,19418,21206,23329,0.547829,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03733,3,bam,m84081_240308_200044_s1.hifi_reads.bc2059.bam,s3://human-pangenomics/working/HPRC/HG03733/raw_data/PacBio_HiFi/m84081_240308_200044_s1.hifi_reads.bc2059.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,38.96,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,6407813,128562536563,128.56,20063,79,68617,17295,20180,24173,16606,19093,22636,0.497194,TRUE,,,,,
HG03733,3,bam,m84081_240308_220007_s2.hifi_reads.bc2059.bam,s3://human-pangenomics/working/HPRC/HG03733/raw_data/PacBio_HiFi/m84081_240308_220007_s2.hifi_reads.bc2059.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,40.45,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,6632372,133471437385,133.47,20124,76,76860,17357,20255,24238,16662,19165,22716,0.467953,TRUE,,,,,
HG03742,2,bam,m84091_231120_193041_s3.hifi_reads.bc1020.bam,s3://human-pangenomics/working/HPRC/HG03742/raw_data/PacBio_HiFi/m84091_231120_193041_s3.hifi_reads.bc1020.bam,unaligned reads,RU_Y3_topoff_redo,13.2,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30336759,PRJNA701308,SAMN37797111,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG03742_PB2_m84091_231120_193041_s3.hifi_reads.bc1020.bam,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2373463,40822247506,40.82,17199,107,54431,15097,17203,20097,14656,16506,19130,0.551625,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03775,3,bam,m84046_240313_225116_s1.hifi_reads.bc2025.bam,s3://human-pangenomics/working/HPRC/HG03775/raw_data/PacBio_HiFi/m84046_240313_225116_s1.hifi_reads.bc2025.bam,unaligned reads,UW_HPRC_HiFi_Y5,20.4,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 29kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,C1,P1,3094662,67307771068,67.31,21749,142,66524,18580,22394,27165,17340,20765,25090,0.53999,TRUE,,,,,
HG03775,3,bam,m84046_240305_031802_s4.hifi_reads.bc2025.bam,s3://human-pangenomics/working/HPRC/HG03775/raw_data/PacBio_HiFi/m84046_240305_031802_s4.hifi_reads.bc2025.bam,unaligned reads,UW_HPRC_HiFi_Y5,18.71,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 29kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,C1,P1,2792648,61733596948,61.73,22105,52,65191,18953,22825,27511,17682,21211,25549,0.53269,TRUE,,,,,
HG03775,3,bam,m84046_240302_164114_s4.hifi_reads.bc2025.bam,s3://human-pangenomics/working/HPRC/HG03775/raw_data/PacBio_HiFi/m84046_240302_164114_s4.hifi_reads.bc2025.bam,unaligned reads,UW_HPRC_HiFi_Y5,20.57,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 29kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,C1,P1,3099658,67885622833,67.89,21901,85,72034,18770,22590,27242,17531,20997,25292,0.497857,TRUE,,,,,
HG03778,3,bam,m84046_230731_200859_s2.hifi_reads.bc2095.bam,s3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230731_200859_s2.hifi_reads.bc2095.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,2.27,,,,v7.0.0,revio_deepconsensus,,SRP305758,SRR29483242,PRJNA701308,SAMN41021675,HiFi sequencing of 22kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG03778.HFSS_m84046_230731_200859_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,P1,C1,415348,7492283139,7.49,18038,332,48971,16321,18116,20351,15986,17660,19802,0.687856,TRUE,,,,,
HG03778,3,bam,m84046_230727_225904_s1.hifi_reads.bc2095.bam,s3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230727_225904_s1.hifi_reads.bc2095.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,12.68,,,,v7.0.0,revio_deepconsensus,,SRP305758,SRR29483263,PRJNA701308,SAMN41021675,HiFi sequencing of 22kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG03778.HFSS_m84046_230727_225904_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,P1,C1,2283495,41851544501,41.85,18327,91,53059,16558,18440,20733,16201,17959,20169,0.571002,TRUE,,,,,
HG03778,3,bam,m84046_230728_195023_s2.hifi_reads.bc2095.bam,s3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230728_195023_s2.hifi_reads.bc2095.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,12.49,,,,v7.0.0,revio_deepconsensus,,SRP305758,SRR29483262,PRJNA701308,SAMN41021675,HiFi sequencing of 22kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG03778.HFSS_m84046_230728_195023_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,P1,C1,2249399,41213430190,41.21,18321,67,53357,16551,18435,20725,16194,17951,20165,0.566044,TRUE,,,,,
HG03778,3,bam,m84046_230728_205153_s4.hifi_reads.bc2095.bam,s3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230728_205153_s4.hifi_reads.bc2095.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,12.78,,,,v7.0.0,revio_deepconsensus,,SRP305758,SRR29483261,PRJNA701308,SAMN41021675,HiFi sequencing of 22kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG03778.HFSS_m84046_230728_205153_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,P1,C1,2333827,42162842373,42.16,18065,163,58389,16342,18145,20384,16005,17688,19830,0.558882,TRUE,,,,,
HG03778,3,bam,m84046_230728_202047_s3.hifi_reads.bc2095.bam,s3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230728_202047_s3.hifi_reads.bc2095.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,12.84,,,,v7.0.0,revio_deepconsensus,,SRP305758,SRR29483243,PRJNA701308,SAMN41021675,HiFi sequencing of 22kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG03778.HFSS_m84046_230728_202047_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,P1,C1,2340299,42363322281,42.36,18101,106,53713,16373,18184,20428,16034,17726,19871,0.546989,TRUE,,,,,
